miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	57150	7576.230601	N
hsa-let-7a-2	57173	7579.279652	Y
hsa-let-7a-3	57444	7615.205435	N
hsa-let-7b	145997	19354.452126	N
hsa-let-7c	35757	4740.214831	Y
hsa-let-7d	1710	226.690364	N
hsa-let-7e	3379	447.945463	N
hsa-let-7f-1	9130	1210.340952	N
hsa-let-7f-2	9024	1196.288800	N
hsa-let-7g	2001	265.267497	N
hsa-let-7i	1411	187.052693	N
hsa-mir-100	37053	4912.022265	N
hsa-mir-101-1	22287	2954.531083	N
hsa-mir-101-2	22351	2963.015401	N
hsa-mir-103a-1	40918	5424.395516	Y
hsa-mir-103a-2	40857	5416.308900	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	538	71.321296	N
hsa-mir-105-2	522	69.200217	N
hsa-mir-106a	72	9.544857	Y
hsa-mir-106b	1974	261.688175	N
hsa-mir-107	362	47.989422	Y
hsa-mir-10a	122	16.173231	N
hsa-mir-10b	51777	6863.945613	N
hsa-mir-1-1	11	1.458242	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	20	2.651349	N
hsa-mir-1180	373	49.447664	N
hsa-mir-1181	0	0.000000	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	3	0.397702	N
hsa-mir-1185-2	1	0.132567	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	5	0.662837	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1-2	11	1.458242	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	4	0.530270	N
hsa-mir-1224	110	14.582421	N
hsa-mir-1225	4	0.530270	N
hsa-mir-1226	1	0.132567	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	2	0.265135	N
hsa-mir-1229	12	1.590810	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	0	0.000000	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	0	0.000000	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	761	100.883841	N
hsa-mir-124-2	748	99.160464	N
hsa-mir-1243	0	0.000000	N
hsa-mir-124-3	743	98.497626	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	0	0.000000	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	18	2.386214	N
hsa-mir-1248	0	0.000000	N
hsa-mir-1249	43	5.700401	N
hsa-mir-1250	1	0.132567	N
hsa-mir-1251	27	3.579322	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	1	0.132567	N
hsa-mir-1254-1	1	0.132567	N
hsa-mir-1254-2	1	0.132567	N
hsa-mir-1255a	0	0.000000	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	23	3.049052	N
hsa-mir-125a	2362	313.124351	N
