miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	74467	11925.733654	N
hsa-let-7a-2	74252	11891.301855	Y
hsa-let-7a-3	75216	12045.684430	N
hsa-let-7b	80787	12937.868380	N
hsa-let-7c	39290	6292.210983	Y
hsa-let-7d	1969	315.331215	N
hsa-let-7e	5365	859.193482	N
hsa-let-7f-1	25373	4063.432661	N
hsa-let-7f-2	25488	4081.849670	N
hsa-let-7g	2432	389.479692	N
hsa-let-7i	1409	225.648391	N
hsa-mir-100	85404	13677.271234	N
hsa-mir-101-1	36706	5878.388810	N
hsa-mir-101-2	37054	5934.120279	N
hsa-mir-103a-1	36083	5778.616668	Y
hsa-mir-103a-2	35903	5749.790046	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	216	34.591946	N
hsa-mir-105-2	259	41.478306	N
hsa-mir-106a	105	16.815529	Y
hsa-mir-106b	1376	220.363510	N
hsa-mir-107	183	29.307066	Y
hsa-mir-10a	207	33.150615	N
hsa-mir-10b	164172	26291.801004	N
hsa-mir-1-1	14	2.242071	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	5	0.800739	N
hsa-mir-1180	211	33.791207	N
hsa-mir-1181	2	0.320296	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	0	0.000000	N
hsa-mir-1185-2	0	0.000000	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	0	0.000000	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1-2	10	1.601479	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	0	0.000000	N
hsa-mir-1224	17	2.722514	N
hsa-mir-1225	1	0.160148	N
hsa-mir-1226	1	0.160148	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	3	0.480444	N
hsa-mir-1229	1	0.160148	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	1	0.160148	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	0	0.000000	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	172	27.545439	N
hsa-mir-124-2	172	27.545439	N
hsa-mir-1243	0	0.000000	N
hsa-mir-124-3	157	25.143220	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	0	0.000000	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	28	4.484141	N
hsa-mir-1248	1	0.160148	N
hsa-mir-1249	73	11.690797	N
hsa-mir-1250	4	0.640592	N
hsa-mir-1251	18	2.882662	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	3	0.480444	N
hsa-mir-1254-2	0	0.000000	N
hsa-mir-1255a	0	0.000000	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	11	1.761627	N
hsa-mir-125a	2271	363.695880	N
hsa-mir-125b-1	11831	1894.709802	N
hsa-mir-125b-2	12518	2004.731410	N
hsa-mir-126	4810	770.311398	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	0	0.000000	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	3	0.480444	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	1	0.160148	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	12	1.921775	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	2	0.320296	N
hsa-mir-1269b	0	0.000000	N
hsa-mir-127	1597	255.756196	N
hsa-mir-1270	2	0.320296	N
hsa-mir-1271	34	5.445029	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	1	0.160148	N
hsa-mir-1276	0	0.000000	N
hsa-mir-1277	1	0.160148	N
hsa-mir-1278	1	0.160148	N
hsa-mir-1279	0	0.000000	N
hsa-mir-1281	0	0.000000	N
hsa-mir-128-1	4551	728.833092	N
hsa-mir-1282	0	0.000000	N
hsa-mir-128-2	2740	438.805245	N
hsa-mir-1283-1	1	0.160148	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	0	0.000000	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	83	13.292276	N
hsa-mir-1288	3	0.480444	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	16	2.562366	N
hsa-mir-129-1	371	59.414871	N
hsa-mir-1292	1	0.160148	N
hsa-mir-129-2	464	74.308626	N
hsa-mir-1293	0	0.000000	N
hsa-mir-1294	0	0.000000	N
hsa-mir-1295a	3	0.480444	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	253	40.517419	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	46	7.366803	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	74	11.850945	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	0	0.000000	N
hsa-mir-1304	0	0.000000	N
hsa-mir-1305	1	0.160148	N
hsa-mir-1306	85	13.612571	N
hsa-mir-1307	2314	370.582240	N
hsa-mir-130a	216	34.591946	N
hsa-mir-130b	102	16.335086	N
hsa-mir-132	974	155.984054	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	0	0.000000	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	10	1.601479	Y
hsa-mir-133a-2	10	1.601479	Y
hsa-mir-133b	2	0.320296	Y
hsa-mir-134	377	60.375758	N
hsa-mir-1343	5	0.800739	N
hsa-mir-135a-1	85	13.612571	N
hsa-mir-135a-2	70	11.210353	N
hsa-mir-135b	1	0.160148	N
hsa-mir-136	80	12.811832	N
hsa-mir-137	91	14.573459	N
hsa-mir-138-1	67	10.729909	N
hsa-mir-138-2	60	9.608874	N
hsa-mir-139	1331	213.156855	N
hsa-mir-140	7622	1220.647292	N
hsa-mir-141	7	1.121035	N
hsa-mir-142	275	44.040672	N
hsa-mir-143	20626	3303.210581	N
hsa-mir-144	49	7.847247	N
hsa-mir-145	704	112.744121	N
hsa-mir-1468	71	11.370501	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	148	23.701889	N
hsa-mir-146b	604	96.729331	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	0	0.000000	N
hsa-mir-148a	7274	1164.915823	N
hsa-mir-148b	381	61.016350	N
hsa-mir-149	642	102.814952	N
hsa-mir-150	364	58.293836	N
hsa-mir-151a	6046	968.254202	N
hsa-mir-151b	7	1.121035	N
hsa-mir-152	775	124.114622	N
hsa-mir-153-1	103	16.495234	N
hsa-mir-153-2	923	147.816512	N
hsa-mir-1537	1	0.160148	N
hsa-mir-1538	0	0.000000	N
hsa-mir-1539	0	0.000000	N
hsa-mir-154	19	3.042810	N
hsa-mir-155	36	5.765324	N
hsa-mir-1587	0	0.000000	N
hsa-mir-15a	789	126.356693	N
hsa-mir-15b	268	42.919637	N
hsa-mir-16-1	747	119.630481	N
hsa-mir-16-2	740	118.509446	N
hsa-mir-17	2371	379.710670	Y
hsa-mir-181a-1	19583	3136.176322	N
hsa-mir-181a-2	39135	6267.388058	N
hsa-mir-181b-1	3159	505.907215	N
hsa-mir-181b-2	3092	495.177306	N
hsa-mir-181c	1702	272.571725	N
hsa-mir-181d	272	43.560229	N
hsa-mir-182	16656	2667.423419	N
hsa-mir-1825	0	0.000000	N
hsa-mir-1827	0	0.000000	N
hsa-mir-183	3896	623.936218	N
hsa-mir-184	315	50.446588	N
hsa-mir-185	270	43.239933	N
hsa-mir-186	318	50.927032	N
hsa-mir-187	0	0.000000	N
hsa-mir-188	4	0.640592	N
hsa-mir-18a	16	2.562366	N
hsa-mir-18b	1	0.160148	N
hsa-mir-1908	1	0.160148	N
hsa-mir-1909	0	0.000000	N
hsa-mir-190a	29	4.644289	N
hsa-mir-190b	0	0.000000	N
hsa-mir-191	1210	193.778959	N
hsa-mir-1910	0	0.000000	N
hsa-mir-1911	5	0.800739	N
hsa-mir-1912	5	0.800739	N
hsa-mir-1913	0	0.000000	N
hsa-mir-1914	0	0.000000	N
hsa-mir-1915	0	0.000000	N
hsa-mir-192	1441	230.773124	Y
hsa-mir-193a	209	33.470911	N
hsa-mir-193b	256	40.997862	N
hsa-mir-194-1	273	43.720377	N
hsa-mir-194-2	299	47.884222	N
hsa-mir-195	409	65.500491	N
hsa-mir-196a-1	1	0.160148	N
hsa-mir-196a-2	0	0.000000	N
hsa-mir-196b	0	0.000000	N
hsa-mir-197	1645	263.443295	N
hsa-mir-1972-1	0	0.000000	N
hsa-mir-1972-2	0	0.000000	N
hsa-mir-1973	0	0.000000	N
hsa-mir-1976	13	2.081923	N
hsa-mir-198	0	0.000000	N
hsa-mir-199a-1	64	10.249466	Y
hsa-mir-199a-2	104	16.655382	Y
hsa-mir-199b	105	16.815529	Y
hsa-mir-19a	144	23.061298	N
hsa-mir-19b-1	389	62.297533	N
hsa-mir-19b-2	352	56.372061	N
hsa-mir-200a	10	1.601479	N
hsa-mir-200b	6	0.960887	N
hsa-mir-200c	50	8.007395	N
hsa-mir-202	0	0.000000	N
hsa-mir-203a	282	45.161708	N
hsa-mir-203b	6	0.960887	N
hsa-mir-204	339	54.290138	N
hsa-mir-205	0	0.000000	N
hsa-mir-2052	0	0.000000	N
hsa-mir-2053	0	0.000000	N
hsa-mir-2054	0	0.000000	N
hsa-mir-206	4	0.640592	N
hsa-mir-208a	0	0.000000	N
hsa-mir-208b	3	0.480444	N
hsa-mir-20a	2105	337.111329	N
hsa-mir-20b	273	43.720377	N
hsa-mir-21	32947	5276.392854	N
hsa-mir-210	321	51.407476	N
hsa-mir-211	18	2.882662	N
hsa-mir-2110	7	1.121035	N
hsa-mir-2113	4	0.640592	N
hsa-mir-2114	1	0.160148	N
hsa-mir-2115	1	0.160148	N
hsa-mir-2116	1	0.160148	N
hsa-mir-2117	0	0.000000	N
hsa-mir-212	26	4.163845	N
hsa-mir-214	0	0.000000	N
hsa-mir-215	5	0.800739	Y
hsa-mir-216a	12	1.921775	N
