miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	250729	22534.774541	N
hsa-let-7a-2	250431	22507.991190	Y
hsa-let-7a-3	250992	22558.412197	N
hsa-let-7b	185498	16672.006859	N
hsa-let-7c	144791	13013.383137	Y
hsa-let-7d	3043	273.495762	N
hsa-let-7e	28190	2533.633103	N
hsa-let-7f-1	60707	5456.164058	N
hsa-let-7f-2	61570	5533.727923	N
hsa-let-7g	8463	760.629193	N
hsa-let-7i	5988	538.183577	N
hsa-mir-100	87354	7851.116924	Y
hsa-mir-101-1	52697	4736.249153	N
hsa-mir-101-2	53485	4807.072243	N
hsa-mir-103a-1	63786	5732.895393	Y
hsa-mir-103a-2	63425	5700.449790	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	460	41.343428	N
hsa-mir-105-2	474	42.601706	N
hsa-mir-106a	120	10.785242	Y
hsa-mir-106b	3424	307.738905	N
hsa-mir-107	606	54.465472	Y
hsa-mir-10a	177	15.908232	N
hsa-mir-10b	76743	6897.431899	N
hsa-mir-1-1	62	5.572375	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	7	0.629139	N
hsa-mir-1180	489	43.949861	N
hsa-mir-1181	4	0.359508	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	3	0.269631	N
hsa-mir-1185-2	1	0.089877	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	4	0.359508	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1-2	56	5.033113	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	0	0.000000	N
hsa-mir-1224	51	4.583728	N
hsa-mir-1225	3	0.269631	N
hsa-mir-1226	20	1.797540	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	3	0.269631	N
hsa-mir-1229	5	0.449385	N
hsa-mir-1231	1	0.089877	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	1	0.089877	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	0	0.000000	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	894	80.350053	N
hsa-mir-124-2	865	77.743620	N
hsa-mir-1243	1	0.089877	N
hsa-mir-124-3	926	83.226118	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	0	0.000000	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	40	3.595081	N
hsa-mir-1248	9	0.808893	N
hsa-mir-1249	98	8.807948	N
hsa-mir-1250	2	0.179754	N
hsa-mir-1251	33	2.965942	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	3	0.269631	N
hsa-mir-1254-2	0	0.000000	N
hsa-mir-1255a	2	0.179754	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	1	0.089877	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	16	1.438032	N
hsa-mir-125a	6938	623.566742	N
hsa-mir-125b-1	21807	1959.948105	N
hsa-mir-125b-2	22708	2040.927297	N
hsa-mir-126	8060	724.408755	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	0	0.000000	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	14	1.258278	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	2	0.179754	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	6	0.539262	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	2	0.179754	N
hsa-mir-1269b	0	0.000000	N
hsa-mir-127	7574	680.728525	N
hsa-mir-1270	22	1.977294	N
hsa-mir-1271	35	3.145696	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	2	0.179754	N
hsa-mir-1276	2	0.179754	N
hsa-mir-1277	8	0.719016	N
hsa-mir-1278	0	0.000000	N
hsa-mir-1279	0	0.000000	N
hsa-mir-1281	0	0.000000	N
hsa-mir-128-1	10980	986.849644	N
hsa-mir-1282	0	0.000000	N
hsa-mir-128-2	7525	676.324551	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	2	0.179754	N
hsa-mir-1284	0	0.000000	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	2	0.179754	N
hsa-mir-1287	77	6.920530	N
hsa-mir-1288	4	0.359508	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	6	0.539262	N
hsa-mir-129-1	2662	239.252619	N
hsa-mir-1292	2	0.179754	N
hsa-mir-129-2	2852	256.329252	N
hsa-mir-1293	0	0.000000	N
hsa-mir-1294	0	0.000000	N
hsa-mir-1295a	1	0.089877	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	304	27.322613	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	35	3.145696	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	100	8.987702	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	0	0.000000	N
hsa-mir-1304	7	0.629139	N
hsa-mir-1305	0	0.000000	N
hsa-mir-1306	143	12.852413	N
hsa-mir-1307	4282	384.853386	N
hsa-mir-130a	701	63.003789	N
hsa-mir-130b	342	30.737940	N
hsa-mir-132	3279	294.706738	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	0	0.000000	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	47	4.224220	Y
hsa-mir-133a-2	41	3.684958	Y
hsa-mir-133b	9	0.808893	Y
hsa-mir-134	1264	113.604549	N
hsa-mir-1343	24	2.157048	N
hsa-mir-135a-1	231	20.761591	N
hsa-mir-135a-2	107	9.616841	N
hsa-mir-135b	2	0.179754	N
hsa-mir-136	616	55.364242	N
hsa-mir-137	178	15.998109	N
hsa-mir-138-1	92	8.268686	N
hsa-mir-138-2	83	7.459792	N
hsa-mir-139	6365	572.067212	N
hsa-mir-140	9282	834.238470	N
hsa-mir-141	8	0.719016	N
hsa-mir-142	2919	262.351012	N
hsa-mir-143	74861	6728.283353	N
hsa-mir-144	2321	208.604556	N
hsa-mir-145	1306	117.379384	N
hsa-mir-1468	23	2.067171	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	106	9.526964	N
hsa-mir-146b	966	86.821198	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	0	0.000000	N
hsa-mir-148a	3601	323.647137	N
hsa-mir-148b	797	71.631982	N
hsa-mir-149	755	67.857148	N
hsa-mir-150	453	40.714289	N
hsa-mir-151a	10237	920.071021	N
hsa-mir-151b	12	1.078524	N
hsa-mir-152	1159	104.167462	N
hsa-mir-153-1	212	19.053928	N
hsa-mir-153-2	2632	236.556308	N
hsa-mir-1537	2	0.179754	N
hsa-mir-1538	1	0.089877	N
hsa-mir-1539	0	0.000000	N
hsa-mir-154	78	7.010407	N
